Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Purples,NA,292.1057841,38060.81982,Financial,97.3685947,No,390.8942092,Yes,Female,By_16:00,0.710665609,0.119081189,3.074505683,3.996950709,4.179267264,2.525678128,7867,24.74789354,386.2090853,4681.360262,48738.76956,No,152798.2828,19.65220306,158.1966493,69.30642675,9588.011828,60,30-45,0,630.0871886,9,Foot_or_bicycle,Student_or_Unemployed,486.8191818,0,No
Greens,5,638.2749279,53211.8385,Financial,212.7583093,No,250.1046313,Yes,Male,After_16:00,0.112443653,0.633873976,9.857224131,9.068531045,9.562426077,6.877541477,4145,35.92881833,508.2099066,3517.466126,59569.19475,No,62552.32658,22.54351141,285.3049561,19.21079732,45488.85648,60,30-45,2,801.1085853,9,Public_or_other,Hightech,637.4184125,0,No
Pinks,2,302.5740509,32356.48868,Education,100.858017,No,320.8122631,Yes,Female,After_16:00,0.088993042,0.123828653,4.525608651,5.783368046,0.063622338,7.696499168,5360,83.77799462,376.6845605,3961.491752,48784.71077,No,102920.5082,19.40836316,229.6808296,64.21894233,10283.1976,100,45_and_up,3,657.9698843,9,Public_or_other,Public_Sector,573.7451071,0,Yes
Purples,10,151.7777884,23971.98882,Environment,50.59259613,No,473.8240503,Yes,Male,By_16:00,0.560312944,0.096620466,6.045267412,4.527150169,8.611115476,7.592993032,5495,84.24179105,448.5193138,5635.279131,57114.22174,No,224509.2307,21.17827457,93.03756272,57.53898448,2620.20338,90,30-45,3,737.5208262,15,Public_or_other,Hightech,572.9420776,0,Yes
Oranges,5,969.0454758,110779.8093,Other,323.0151586,No,342.9554507,Yes,Male,By_16:00,0.749323081,0.776199604,6.194125032,6.445379939,1.894621802,3.519245181,5172,NA,449.0102292,4327.574966,53967.36897,Maybe,117618.4412,21.18986147,168.0264414,76.22889057,104671.8079,50,45_and_up,1,703.9766638,10,Motorcycle_or_truck,Services_or_Retail,531.1438249,2,Yes
Purples,6,668.7078187,91329.7273,Environment,222.9026062,No,409.7292932,Yes,Female,After_16:00,0.77373702,0.795391975,3.542310745,1.876514165,2.395923901,4.940777491,8402,41.56193212,539.3317359,5175.956404,62067.13434,No,167878.0937,23.22351687,100.4364344,43.20578077,49918.47448,90,45_and_up,1,786.2670891,11,Car,Industry_or_other,519.7911948,0,Yes
Yellows,10,1317.097152,242816.8185,Healthcare,439.032384,Yes,553.0726829,No,Male,After_16:00,0.539089662,0.832480316,5.118559543,7.791524425,3.194105125,0.152720397,3569,8.713482181,325.5258202,6181.77847,43990.62293,Yes,305889.3926,18.04233411,223.0467435,46.84357496,193198.4666,80,Below_30,4,534.0701088,11,Public_or_other,Hightech,371.5792046,0,Yes
Blues,6,1653.229536,151975.5303,Environment,551.0765121,Yes,275.7793646,Yes,Female,By_16:00,0.407561347,0.575166764,8.442639068,1.863912332,8.904764999,4.783838391,3846,20.1258081,449.5752716,3656.944189,50242.15693,Yes,76054.25792,21.20319013,244.3952533,0.6011358,NA,90,45_and_up,0,640.6279853,11,Foot_or_bicycle,Public_Sector,416.8646088,0,No
Greens,7,215.6195887,20794.85778,Environment,71.87319623,No,289.3270214,Yes,Female,By_16:00,0.533855143,0.793324595,6.638756767,5.077867499,5.443593466,2.309591402,6300,6.495308015,496.936693,3887.1436,60150.99831,No,83710.1253,22.29207691,272.5783916,5.743849161,5247.629532,90,45_and_up,2,812.6431934,15,Foot_or_bicycle,Services_or_Retail,672.9349352,0,No
Browns,3,73.32548492,7686.365823,Education,24.44182831,No,314.4758946,Yes,Female,By_16:00,0.00198385,0.516474792,8.475437677,4.890536445,6.349729435,4.838761834,7252,73.19003388,350.4486295,3845.656205,41864.20906,No,98895.0883,18.72027322,272.0297829,48.22088019,631.8447992,100,30-45,2,531.2476276,10,Motorcycle_or_truck,Services_or_Retail,368.7925432,1,Yes
Browns,2,150.1652557,16592.55935,Healthcare,50.05508522,No,331.4859875,Yes,Male,By_16:00,0.109393638,0.307696966,8.525476847,9.165335251,4.764771771,3.669602619,6105,83.82580073,397.8226916,4110.505258,46713.06672,No,109882.9599,19.94549301,219.9777278,42.74123278,2565.566642,80,45_and_up,2,592.31923,8,Foot_or_bicycle,Industry_or_other,402.2604175,2,No
Greens,5,587.2814652,64914.52181,Education,195.7604884,No,331.6017565,Yes,Female,After_16:00,0.315560598,0.112313309,6.186929902,0.61455159,2.519696578,5.179380379,5260,31.376592,508.2188365,NA,61217.4026,No,109959.7249,22.54370947,224.878628,9.019453498,38527.92931,100,45_and_up,1,814.9629072,12,Car,Services_or_Retail,648.8115575,2,No
Blues,4,1716.495779,393.2677003,Healthcare,572.1652597,Yes,NA,Yes,Male,By_16:00,0.18902333,0.18055445,1.026688884,1.433240417,4.877983904,1.90508981,7556,54.81112835,492.2311913,991.3357062,44836.74647,Yes,0.472425778,22.18628386,564.4855387,86.30524434,327955.2496,80,Below_30,2,561.4804254,10,Public_or_other,Services_or_Retail,236.8072399,0,No
Browns,2,251.8538951,41748.21684,Financial,83.95129836,No,497.2909015,Yes,Female,After_16:00,0.10730292,0.218662723,5.230831127,7.684353334,6.996686398,5.886558017,4106,NA,440.7899735,5854.488962,54118.29592,No,247298.2407,20.99499877,76.12955822,74.17050214,7141.771794,60,30-45,3,672.552082,5,Foot_or_bicycle,Student_or_Unemployed,452.2240314,2,Yes
Browns,3,842.425959,89718.74038,Environment,280.808653,No,319.5013381,Yes,Female,By_16:00,0.112232368,0.436276438,9.903737276,8.380952124,5.877397475,6.25938185,5449,28.0575867,381.6816065,3958.376594,45207.06883,No,102081.1051,19.53667337,237.1192003,17.79693726,79144.30825,90,NA,3,576.3552657,9,Public_or_other,Student_or_Unemployed,401.7833722,0,No
Purples,5,571.9699992,81231.26226,Environment,190.6566664,No,426.0604352,Yes,Female,After_16:00,0.519280429,0.380771449,3.798298403,5.79294245,3.940520007,6.937061322,6723,99.20682968,405.7099676,5072.024287,49557.50657,No,181527.4945,20.14224336,NA,51.45298676,36550.6211,90,45_and_up,2,622.0424441,11,Car,Public_Sector,428.5948596,0,No
Browns,2,694.5255793,112272.339,Social,231.5085264,No,484.9598446,Yes,Male,After_16:00,0.519857563,0.783701942,8.819326872,6.506239423,3.098440713,4.053300086,4157,55.6505485,453.7747284,5757.147903,55010.86171,No,235186.0509,21.30198884,66.25466254,39.32554133,53837.70634,70,45_and_up,1,684.383807,7,Motorcycle_or_truck,Student_or_Unemployed,454.981134,0,Yes
Blues,3,1768.375273,4048.193358,Healthcare,589.4584242,Yes,6.867648661,Yes,Male,After_16:00,0.353159037,0.305138584,3.800172266,0.051694172,1.245991306,2.561056742,7446,59.25940159,109.1442858,286.9650583,17816.42029,Yes,47.16459813,10.44721426,638.8001438,96.56280223,348060.6923,80,30-45,2,293.8759133,11,Motorcycle_or_truck,Services_or_Retail,389.9185824,0,No
Purples,3,362.2255593,40263.44035,Environment,120.7418531,No,333.4671393,Yes,Male,By_16:00,0.815023431,0.364630218,4.22203067,4.836418305,0.211154579,6.489379252,6513,50.41551571,452.710313,4240.092019,NA,No,111200.333,21.27699022,175.0678908,95.46324306,14709.33695,90,45_and_up,1,677.7547044,13,Car,Hightech,473.9374176,1,No
Browns,5,384.4665012,44625.56424,Environment,128.1555004,No,348.2141936,Yes,Male,By_16:00,0.434073462,0.526986223,5.605195102,5.243413607,3.1538909,5.262379437,7915,68.54108458,369.845744,4221.833424,44863.78075,No,121253.1246,19.23137395,220.6006653,60.23149593,16561.98779,90,Below_30,1,571.0843268,8,Public_or_other,Services_or_Retail,406.8034756,1,Yes
Purples,7,856.7814501,130997.3818,Environment,285.5938167,No,458.6842365,Yes,Male,After_16:00,0.099493394,0.784474232,6.922435588,9.017828896,2.096023376,3.948171304,6275,56.47032249,407.9260768,5402.694519,54189.38008,No,210391.2288,20.19717992,140.7829212,70.45629199,81859.42196,90,Below_30,1,712.0814997,15,Public_or_other,Student_or_Unemployed,598.1592138,2,Yes
Blues,5,1723.271396,161773.2591,Education,574.4237986,Yes,281.6270139,Yes,Male,After_16:00,0.816371767,0.612486413,6.71218965,NA,1.407517188,6.614607673,3752,36.54134497,131.9060278,3080.082194,27380.60873,Yes,NA,11.48503495,428.6398448,99.37410117,330547.1242,100,NA,4,408.6274148,13,Foot_or_bicycle,Industry_or_other,523.4985768,0,Yes
Blues,8,1092.067934,232103.1322,Environment,364.0226448,Yes,637.6063014,No,Male,By_16:00,0.890488049,0.141506429,5.110841582,8.340314054,2.123258254,0.415240817,6797,30.34623677,581.3559628,7538.774939,58851.22997,Yes,406541.7955,24.11132437,463.0982069,11.60686477,132886.5086,90,30-45,1,619.6646015,11,Foot_or_bicycle,Public_Sector,65.36720968,0,No
Purples,2,120.8116343,17352.91996,Social,40.27054478,No,430.9084978,Yes,Male,After_16:00,0.281276718,0.619665148,NA,7.405949982,1.798487168,NA,8341,90.29237425,419.3568938,5147.798766,51906.01873,No,185682.1335,20.47820534,108.1246503,41.66775516,1671.987321,70,45_and_up,3,660.3386359,12,Motorcycle_or_truck,Industry_or_other,479.6531634,0,No
Browns,8,268.0117261,27315.47197,Financial,89.33724202,No,305.7568306,Yes,Male,By_16:00,0.832462957,0.218042186,7.528431134,8.517216323,7.536187335,2.362166927,9777,83.25064275,367.2750483,3792.118402,43674.08721,No,93487.23944,19.16442142,257.4632498,52.7825814,8080.480054,60,Below_30,3,558.823601,5,Motorcycle_or_truck,Hightech,395.4007489,0,Yes
Greens,1,456.6616806,41311.73195,Social,152.2205602,No,271.393903,Yes,Female,By_16:00,0.263788783,0.129167349,0.922315235,1.373899432,3.059501972,2.390881197,6219,81.87145765,467.4053756,3648.749782,57009.23201,No,73654.65061,21.61956002,276.6246016,23.96182844,23333.3195,70,Below_30,0,773.9586982,9,Car,Services_or_Retail,652.3089396,0,Yes
Blues,NA,1156.983011,134111.4487,Environment,385.6610038,Yes,347.7443854,Yes,Male,After_16:00,0.009059799,0.836794587,0.313294362,1.4499718,9.008616626,2.210637368,3931,98.10542513,2.636854555,3482.717563,15873.56008,Yes,120926.1576,1.623839449,525.6755316,77.79353086,149130.0709,90,Below_30,NA,249.1249372,11,Public_or_other,Student_or_Unemployed,423.9546592,2,Yes
Purples,8,108.0010504,12002.90439,Environment,36.00035014,No,333.4107681,Yes,Female,After_16:00,0.341819711,0.372376598,5.574095754,8.984154763,5.936268601,9.697712371,3811,43.83964997,436.2962631,NA,49424.91138,No,111162.7403,20.88770603,212.2566171,1.898727706,NA,90,30-45,3,618.4691761,11,Foot_or_bicycle,Industry_or_other,384.9229249,0,Yes
Blues,8,1159.860755,257231.5886,Financial,386.6202515,Yes,665.3339745,No,Female,After_16:00,0.817228821,0.206253217,4.803406477,6.828671687,1.261208034,5.119466844,4872,73.38594305,285.4480636,7224.235872,44080.7124,Yes,442669.2976,16.8952083,279.2893961,23.57523672,149871.8391,60,30-45,1,539.3973014,8,Public_or_other,Industry_or_other,431.9212935,0,No
Browns,7,158.3654192,25437.95466,Social,52.78847305,No,481.8846462,Yes,Male,After_16:00,0.325651982,0.695961884,9.180349687,3.594519736,7.972824648,8.956059061,8757,82.33640066,454.7968382,5728.440138,56044.14269,No,232212.8122,21.32596629,NA,55.96211355,2849.41136,70,45_and_up,2,706.8177201,6,Car,Public_Sector,498.6242022,0,No
Purples,7,364.1666667,55503.94678,Environment,121.3888889,No,457.2407514,Yes,Female,By_16:00,0.272489681,0.312759167,0.132910847,6.047307441,7.166402792,3.872386669,4765,4.711755645,418.0953498,5408.598214,52385.92992,No,209069.1048,20.44738002,93.53398201,60.46806688,14866.65124,90,Below_30,4,664.7318283,12,Foot_or_bicycle,Services_or_Retail,485.4438768,1,Yes
Blues,8,1061.152598,202359.114,Healthcare,353.7175327,Yes,572.0924051,No,NA,After_16:00,0.702852395,0.575235383,4.305763014,1.093481763,3.148545767,3.658810863,6588,44.09116758,708.9746975,7138.873446,80301.30061,Yes,327289.72,26.62657878,243.6724285,27.27390346,125479.8105,80,45_and_up,2,996.5419883,12,Foot_or_bicycle,Hightech,602.5110401,0,Yes
Reds,3,267.6345647,38736.29117,Foreign_Affairs,89.21152157,No,434.2072692,Yes,Female,By_16:00,0.349191193,0.487830391,5.041419184,1.732568613,0.98118966,3.172966344,5726,21.87824652,408.9752891,5160.023271,52566.92802,Maybe,188535.9527,20.22313747,119.9301039,52.68796319,8057.907103,40,30-45,0,682.5285157,8,Car,Hightech,542.0600572,0,Yes
Purples,4,223.5484668,25834.62757,Education,74.51615562,No,346.6983415,Yes,Male,By_16:00,0.157118011,0.598356214,NA,2.032451474,9.090735135,7.359403537,8826,97.11481002,431.1460053,4329.275425,49094.26366,No,120199.74,20.76405561,207.2935386,13.66081808,5637.173603,100,30-45,2,612.0210526,14,Foot_or_bicycle,Services_or_Retail,378.6396273,0,Yes
Blues,1,1381.873264,254351.0992,Environment,460.6244214,Yes,552.1876118,No,Female,After_16:00,0.750837488,0.112342546,8.959993951,0.853962314,4.056188145,4.91444455,4206,73.223239,183.9771823,5889.830483,28253.89351,Yes,304911.1586,13.56381887,452.5005661,36.27336964,212645.482,90,30-45,1,310.9836497,12,Car,Public_Sector,180.370849,0,No
Greens,9,791.1129035,77253.01363,Environment,263.7043012,No,292.9531801,Yes,Male,By_16:00,0.661470429,0.594074922,8.36510109,7.403461791,5.473192618,7.746998637,7443,19.74866032,556.5297623,4042.591326,65221.36885,No,85821.56573,23.59088303,282.3275946,77.37058557,69813.66275,90,Below_30,2,871.8847954,13,Public_or_other,Industry_or_other,683.4253828,0,No
Turquoises,7,1305.451651,196728.3723,Healthcare,435.1505504,Yes,452.0926657,Yes,Male,After_16:00,0.437591059,0.417363061,4.813197129,7.399573056,9.344019031,3.835294126,7133,98.33632591,470.199798,5461.326253,55037.06615,Yes,204387.7783,21.6840909,95.22959702,51.84297499,189801.152,80,30-45,0,680.0305413,11,Car,NA,423.2829131,0,No
Browns,1,884.7921293,96887.73638,Education,294.9307098,No,328.5101658,Yes,Male,After_16:00,0.148656308,NA,1.038825507,3.763246117,2.126198725,3.779643329,8843,53.0472754,383.4759083,4052.053475,46117.93698,No,107918.9291,19.5825409,219.3189355,52.51315464,87289.05428,100,45_and_up,2,592.2226274,9,Public_or_other,Industry_or_other,428.4865868,0,No
Greens,6,562.993772,57287.28393,Education,187.6645907,No,305.2642149,Yes,Female,By_16:00,0.098925076,0.240954573,8.246852469,7.806027404,9.557349649,1.491674623,3480,0.171807874,528.4786501,4109.599449,63280.50622,No,93186.2409,22.98866351,271.8325554,21.31432921,35415.66318,100,Below_30,5,849.9120447,16,Motorcycle_or_truck,Services_or_Retail,687.5096762,0,Yes
Blues,7,1863.611885,357012.0208,Education,621.2039618,Yes,574.709826,No,Male,After_16:00,0.137220395,0.315862746,3.788860473,7.235959708,8.305074843,2.15980775,8502,12.16172948,481.6073451,6710.31295,57091.73787,Yes,330291.3841,21.94555411,140.6103221,48.05875081,386525.5661,100,30-45,1,682.0715763,14,Public_or_other,Student_or_Unemployed,382.3079662,0,Yes
Browns,4,556.4144844,58599.45938,Education,185.4714948,No,315.9486014,Yes,Male,By_16:00,0.423498882,0.040987716,9.506829965,NA,2.829229282,9.629965299,7719,91.72884747,367.2112095,3893.908433,43880.24046,No,99823.51871,19.16275579,249.2105107,94.7898831,34595.14688,100,Below_30,0,560.6114157,9,Car,Student_or_Unemployed,397.052934,0,Yes
Purples,7,245.5916229,30484.24205,Healthcare,81.86387429,No,372.3772215,Yes,Female,After_16:00,0.176608886,0.992865355,4.302767133,5.325812951,5.921051439,7.963258456,8003,9.470941522,411.2492435,4546.270702,48360.19254,No,138664.7951,20.27928114,186.5037797,56.6162914,6793.557788,80,30-45,2,605.8368303,11,Motorcycle_or_truck,Industry_or_other,396.949578,NA,No
Purples,5,505.1378518,60935.91363,Social,168.3792839,No,361.8967381,Yes,Male,By_16:00,0.988756838,0.713204389,2.763097882,0.616711127,8.982290868,1.844538727,5035,14.15026491,430.536769,4480.040919,52655.1624,No,130969.2491,20.74937997,156.4941466,3.883288312,28529.96255,70,30-45,1,685.8461644,9,Motorcycle_or_truck,Public_Sector,524.3467969,5,No
Purples,4,266.7857227,39162.17913,Financial,88.92857423,No,440.3779041,NA,Female,After_16:00,0.502147861,0.006999168,7.087666972,NA,8.754848547,8.226151294,4547,53.76589468,400.8148159,5205.408673,53110.32861,No,193932.6984,20.02036003,146.302595,89.18171707,8007.219889,60,30-45,2,699.5258849,10,Motorcycle_or_truck,Services_or_Retail,589.5095204,2,No
Oranges,8,494.3275139,60754.39834,Other,164.775838,No,368.7093878,Yes,Male,By_16:00,0.960531374,0.016802667,3.290912528,2.582050851,8.992807514,1.08720311,9398,72.30052284,NA,4625.502981,51914.99545,Maybe,135946.6127,21.66112996,199.7559857,11.69182188,27325.85261,50,Below_30,1,635.4718121,8,Public_or_other,Hightech,352.6335542,0,No
Purples,3,318.4676139,50893.28732,Financial,106.1558713,No,479.4203721,Yes,Male,After_16:00,0.395058431,0.609862188,2.475117699,2.393167675,3.312111734,8.587748371,8632,78.66716995,411.6195738,NA,52283.89418,No,229843.8932,20.28840984,91.65174829,88.27441498,11385.22488,60,30-45,3,661.9688265,10,Foot_or_bicycle,Industry_or_other,487.1383456,1,No
Turquoises,4,1202.54926,210147.3733,Education,400.8497533,Yes,524.2547153,No,Female,By_16:00,0.623483015,0.226153134,0.820601627,6.898765012,NA,2.377122038,6240,34.07893842,472.0996045,6186.746362,57969.76601,Yes,274843.0065,21.7278532,38.08558052,54.68034749,161091.3745,100,Below_30,3,722.7383219,14,Car,Hightech,490.8464125,1,Yes
Browns,7,107.3367246,11597.11353,Healthcare,35.7789082,No,324.1326835,Yes,Male,By_16:00,0.997895724,0.662060588,5.849486249,5.996984355,5.757377704,7.973303229,9954,77.90839963,389.3056285,4019.938092,46442.87602,No,105061.9965,19.73082939,220.7305884,22.96860088,1325.90918,80,Below_30,0,595.5746411,8,Foot_or_bicycle,Public_Sector,425.5726142,0,No
Blues,2,1289.403207,4357.191473,Environment,429.8010691,Yes,10.13769343,Yes,Female,After_16:00,0.072636172,0.062176822,5.247371614,7.44111049,0.319600096,4.277258287,5817,78.49936716,522.1095825,1145.596099,53318.08966,Yes,102.772828,NA,490.3901717,18.39563686,185168.7601,90,30-45,1,718.2380951,14,Foot_or_bicycle,Services_or_Retail,494.6514031,1,Yes
Turquoises,4,1560.601349,237172.8323,Environment,520.2004497,Yes,455.9258502,Yes,Male,After_16:00,0.208885782,0.127350474,0.979544546,8.736601677,6.342281534,4.856892782,9210,33.09029185,434.6082577,5428.475018,52337.45209,Yes,207868.3809,20.8472602,107.5469217,34.02783978,271138.7083,90,30-45,1,650.1759303,15,Public_or_other,Industry_or_other,426.8718267,1,Yes
Greens,4,836.7721534,81486.58658,Environment,278.9240511,No,292.1461461,Yes,Female,By_16:00,0.619389214,0.201533614,9.993534943,2.964221141,NA,5.037370056,5290,14.00389073,492.6144832,3906.690427,58546.14892,No,85349.37066,22.19492021,238.1996179,53.04887663,78087.55036,90,Below_30,3,780.6221229,11,Motorcycle_or_truck,Services_or_Retail,616.1089468,0,No
Purples,3,344.0423582,46661.45493,Financial,114.6807861,No,406.881192,Yes,Male,By_16:00,0.842957942,0.999296767,6.998988395,8.567969287,6.82861492,7.453906534,5769,42.7634848,361.3396575,4791.491235,45918.71417,No,165552.3044,19.00893625,177.8531695,10.51147918,13276.36348,60,45_and_up,2,585.3407959,12,Public_or_other,Hightech,438.8939699,NA,No
Purples,6,NA,17156.56582,NA,41.75099193,No,410.9259451,Yes,Female,By_16:00,0.643097984,0.117831975,5.323892753,7.38306493,0.866214072,6.263272513,5329,10.60573116,428.6783462,4966.616144,52325.81116,No,168860.1324,20.70454893,115.8056047,17.43158465,1794.896319,90,Below_30,1,667.0292451,13,Foot_or_bicycle,Public_Sector,480.252278,0,Yes
Browns,3,517.6353436,88013.77918,Healthcare,172.5451145,No,510.0914008,No,Male,By_16:00,0.353906562,0.577748002,NA,0.200429054,5.12056641,7.858451146,5147,85.96475273,439.6412462,5980.196501,54158.19162,No,260193.2372,20.96762376,79.98744016,NA,29954.36167,80,Below_30,4,670.9327422,7,Foot_or_bicycle,Services_or_Retail,448.4929611,0,No
Blues,10,1130.30805,281547.1274,Education,376.7693499,Yes,747.2665373,No,Female,By_16:00,0.537626515,0.027742745,3.507571667,8.199391963,7.955341458,1.676489252,4728,79.27537579,133.9024955,7740.470364,33236.8853,Yes,558407.2777,11.57162458,447.7679559,16.62115199,142341.9123,100,45_and_up,2,NA,15,Motorcycle_or_truck,Industry_or_other,427.0067186,0,Yes
Turquoises,5,1157.3386,184729.4852,Healthcare,385.7795333,Yes,478.8472929,Yes,Female,By_16:00,0.452697184,0.663271904,NA,8.51752178,2.566311064,2.90380859,5108,14.33268131,413.3059941,5615.084917,51516.53314,Yes,229294.7299,20.32992853,103.1155111,85.15550427,149221.6279,80,30-45,1,644.0264204,13,Foot_or_bicycle,Student_or_Unemployed,448.332593,0,No
Purples,8,93.44020884,11529.5252,Environment,31.14673628,No,370.168004,Yes,Male,By_16:00,0.494480971,0.279865282,2.662902756,7.730951582,6.364421172,5.728325876,3666,38.29913388,436.5936211,4574.867282,52364.244,No,137024.3512,20.89482283,145.3149325,47.40039606,1011.265917,90,30-45,1,672.2097169,12,Motorcycle_or_truck,Industry_or_other,484.517315,0,Yes
Browns,1,109.7184672,16954.57024,Healthcare,36.57282242,No,463.5838614,Yes,Male,By_16:00,0.855580683,0.533604178,3.367446028,3.117748834,5.502166206,0.055842991,8586,31.55809999,430.9934752,5497.825564,52916.84398,No,NA,20.76038235,88.15345476,2.757270937,1384.144162,80,45_and_up,1,663.7403469,8,Public_or_other,Services_or_Retail,458.9756662,0,No
